,Finance Boom,Suppose I Do,Chalice Well,Im Over Dancing,Its My Turn,Refreshing,Upforthechallenge,Wango Award,Zoom Torino
10-01-2023 12:27:50.310834,"(9.0, 12.0, 11.7)","(14.0, 17.5, 17.416666666666668)","(10.0, 14.0, 13.939814814814815)","(9.0, 11.5, 11.325242718446601)","(3.1, 3.3, 3.278978622327791)","(5.0, 5.7, 5.65158371040724)","(101.0, 350.0, 320.0)","(3.8, 4.9, 4.796319018404908)","(101.0, 980.0, 887.6923076923076)"
10-01-2023 12:27:51.893212,"(9.0, 12.0, 11.7)","(14.0, 17.5, 17.19607843137255)","(10.0, 14.0, 14.214285714285714)","(9.0, 11.5, 11.301587301587302)","(3.1, 3.3, 3.289285714285714)","(5.0, 5.7, 5.65158371040724)","(101.0, 350.0, 330.0)","(3.8, 4.9, 4.681683168316832)","(101.0, 980.0, 894.2857142857142)"
10-01-2023 12:27:53.565062,"(9.0, 12.0, 11.851851851851851)","(14.0, 18.0, 16.948979591836736)","(10.0, 14.5, 14.184615384615384)","(9.0, 11.5, 11.301587301587302)","(3.1, 3.35, 3.3156908665105385)","(5.0, 5.7, 5.682857142857143)","(101.0, 350.0, 330.0)","(3.8, 4.6, 4.583720930232558)","(101.0, 970.0, 885.7142857142858)"
10-01-2023 12:27:55.356511,"(9.0, 12.0, 11.895833333333334)","(14.0, 17.5, 16.925)","(10.0, 14.5, 14.209219858156029)","(9.0, 11.5, 11.301587301587302)","(3.1, 3.35, 3.382169117647059)","(5.0, 5.7, 5.647560975609756)","(101.0, 350.0, 330.0)","(3.8, 4.6, 4.586729857819905)","(101.0, 970.0, 885.7142857142858)"
10-01-2023 12:27:56.988205,"(9.0, 12.0, 11.821428571428571)","(14.0, 17.0, 16.925)","(10.0, 14.5, 14.217241379310344)","(9.0, 11.5, 11.318435754189943)","(3.1, 3.4, 3.382169117647059)","(5.0, 5.7, 5.65678391959799)","(101.0, 350.0, 330.0)","(3.8, 4.6, 4.586538461538462)","(101.0, 960.0, 877.1428571428571)"
10-01-2023 12:27:58.568997,"(9.0, 12.0, 11.821428571428571)","(14.0, 17.0, 16.626984126984127)","(10.0, 14.5, 14.228476821192054)","(9.0, 11.5, 11.318435754189943)","(3.0, 3.4, 3.3725108225108227)","(5.0, 5.7, 5.650672645739911)","(101.0, 350.0, 330.0)","(3.8, 4.6, 4.55852534562212)","(101.0, 960.0, 789.4117647058823)"
10-01-2023 12:28:00.112279,"(9.0, 12.0, 11.867924528301886)","(14.0, 17.0, 16.6328125)","(10.0, 14.5, 14.023255813953488)","(9.0, 11.5, 11.302631578947368)","(3.0, 3.4, 3.3671009771986973)","(5.0, 5.7, 5.577083333333333)","(101.0, 350.0, 385.0)","(3.8, 4.6, 4.558333333333334)","(101.0, 950.0, 906.1538461538462)"
10-01-2023 12:28:01.757506,"(9.0, 12.0, 12.10204081632653)","(14.0, 17.0, 16.57547169811321)","(10.0, 14.5, 14.162162162162161)","(9.0, 11.5, 11.468253968253968)","(3.0, 3.4, 3.346630727762803)","(5.0, 5.6, 5.599555555555556)","(101.0, 420.0, 385.0)","(3.8, 4.6, 4.5271317829457365)","(101.0, 940.0, 775.2941176470588)"
10-01-2023 12:28:03.244120,"(9.0, 12.5, 12.10204081632653)","(14.0, 17.0, 16.470588235294116)","(10.0, 14.5, 14.277777777777779)","(9.0, 11.5, 11.55)","(3.0, 3.35, 3.3271802325581397)","(5.0, 5.7, 5.6364161849710985)","(101.0, 420.0, 385.0)","(3.8, 4.6, 4.529166666666667)","(101.0, 940.0, 874.1176470588234)"
10-01-2023 12:28:04.688866,"(9.0, 12.5, 12.226666666666667)","(14.0, 17.0, 16.470588235294116)","(10.0, 14.5, 14.017241379310345)","(9.0, 12.0, 11.55)","(3.1, 3.35, 3.334045584045584)","(5.0, 5.7, 5.6268085106382975)","(101.0, 420.0, 385.0)","(3.8, 4.6, 4.533888888888889)","(101.0, 940.0, 874.1176470588234)"
10-01-2023 12:28:06.172217,"(9.0, 12.5, 12.226666666666667)","(14.0, 17.0, 16.470588235294116)","(10.0, 14.5, 14.278571428571428)","(9.0, 12.0, 11.55)","(3.1, 3.35, 3.32625)","(5.0, 5.7, 5.6268085106382975)","(101.0, 420.0, 373.3333333333333)","(3.8, 4.6, 4.535211267605634)","(101.0, 940.0, 874.1176470588234)"
10-01-2023 12:28:07.625953,"(10.0, 12.5, 12.284615384615385)","(14.0, 17.0, 16.31081081081081)","(10.0, 14.5, 14.030303030303031)","(9.0, 12.0, 10.761627906976745)","(3.1, 3.35, 3.3283387622149836)","(5.0, 5.7, 5.628888888888889)","(101.0, 420.0, 385.0)","(3.8, 4.6, 4.618266978922716)","(101.0, 940.0, 888.3333333333333)"
10-01-2023 12:28:09.070250,"(10.0, 12.5, 12.385416666666666)","(14.0, 16.5, 16.353846153846153)","(10.0, 14.5, 14.092592592592593)","(9.0, 11.0, 10.760752688172044)","(3.1, 3.35, 3.3281967213114756)","(5.0, 5.7, 5.708301886792453)","(101.0, 410.0, 385.0)","(3.8, 4.7, 4.571428571428571)","(101.0, 990.0, 815.7142857142858)"
10-01-2023 12:28:10.458310,"(10.0, 12.5, 12.385416666666666)","(14.0, 16.5, 16.353846153846153)","(10.0, 14.5, 14.092592592592593)","(9.0, 11.0, 10.760752688172044)","(3.0, 3.35, 3.3281967213114756)","(5.0, 5.8, 5.708301886792453)","(101.0, 410.0, 385.0)","(3.7, 4.6, 4.571428571428571)","(101.0, 990.0, 815.7142857142858)"
10-01-2023 12:28:11.901534,"(10.0, 12.5, 12.385416666666666)","(14.0, 16.5, 16.353846153846153)","(10.0, 14.5, 14.092592592592593)","(9.0, 11.0, 10.760752688172044)","(3.0, 3.35, 3.3281967213114756)","(5.0, 5.8, 5.708301886792453)","(101.0, 410.0, 385.0)","(3.7, 4.6, 4.571428571428571)","(101.0, 990.0, 815.7142857142858)"
10-01-2023 12:28:13.334465,"(10.0, 12.5, 12.385416666666666)","(14.0, 16.5, 16.51086956521739)","(10.0, 14.5, 14.217391304347826)","(9.0, 11.0, 10.777522935779816)","(3.0, 3.35, 3.3315743944636678)","(5.0, 5.8, 5.707246376811594)","(101.0, 410.0, 384.0)","(3.8, 4.6, 4.584805653710247)","(101.0, 990.0, 815.7142857142858)"
10-01-2023 12:28:14.784480,"(10.0, 12.5, 12.416666666666666)","(14.0, 17.0, 16.558823529411764)","(10.0, 14.5, 14.3)","(9.0, 11.0, 10.641304347826088)","(3.0, 3.35, 3.3351637764932565)","(5.0, 5.8, 5.807058823529411)","(101.0, 400.0, 405.55555555555554)","(3.8, 4.6, 4.4906862745098035)","(101.0, 990.0, 815.7142857142858)"
10-01-2023 12:28:16.220817,"(10.0, 12.5, 12.438202247191011)","(14.0, 17.0, 16.558823529411764)","(10.0, 14.5, 14.31021897810219)","(9.0, 11.0, 10.641304347826088)","(3.0, 3.35, 3.34609375)","(5.0, 5.9, 5.788679245283019)","(101.0, 430.0, 356.6666666666667)","(3.8, 4.5, 4.493410852713178)","(101.0, 980.0, 909.4117647058824)"
10-01-2023 12:28:17.555451,"(10.0, 12.5, 12.438202247191011)","(14.0, 17.0, 16.8125)","(10.0, 14.5, 14.31021897810219)","(9.0, 11.0, 10.661971830985916)","(3.0, 3.35, 3.34609375)","(5.0, 5.9, 5.785714285714286)","(101.0, 410.0, 346.0)","(3.8, 4.5, 4.51328903654485)","(101.0, 980.0, 909.4117647058824)"
10-01-2023 12:28:18.883738,"(10.0, 12.5, 12.438202247191011)","(14.0, 17.0, 16.844827586206897)","(10.0, 14.5, 14.3)","(9.0, 11.0, 10.663522012578616)","(3.0, 3.35, 3.3321626617375233)","(5.0, 5.9, 5.785714285714286)","(101.0, 410.0, 346.0)","(3.8, 4.6, 4.513513513513513)","(101.0, 980.0, 900.5882352941176)"
10-01-2023 12:28:20.230328,"(10.0, 12.5, 12.43452380952381)","(14.0, 17.0, 16.844827586206897)","(10.0, 14.5, 14.3)","(10.0, 11.0, 10.663522012578616)","(3.0, 3.35, 3.3427360774818404)","(5.0, 5.9, 5.78186046511628)","(101.0, 410.0, 346.6666666666667)","(3.8, 4.6, 4.51719298245614)","(101.0, 970.0, 915.3846153846154)"
10-01-2023 12:28:21.514681,"(10.0, 12.5, 12.43452380952381)","(14.0, 17.0, 16.201612903225808)","(10.0, 14.5, 14.3)","(10.0, 11.0, 10.663522012578616)","(3.0, 3.35, 3.3427360774818404)","(5.0, 5.9, 5.78186046511628)","(101.0, 430.0, 360.0)","(3.8, 4.6, 4.51719298245614)","(101.0, 960.0, 915.3846153846154)"
10-01-2023 12:28:22.818662,"(10.0, 12.5, 12.438202247191011)","(14.0, 16.5, 16.201612903225808)","(11.0, 14.5, 14.3)","(10.0, 11.0, 10.663522012578616)","(3.0, 3.35, 3.3427360774818404)","(5.0, 5.9, 5.78186046511628)","(101.0, 420.0, 375.0)","(3.8, 4.6, 4.51719298245614)","(101.0, 960.0, 807.5)"
10-01-2023 12:28:24.340893,"(10.0, 12.5, 12.438202247191011)","(14.0, 16.5, 16.201612903225808)","(11.0, 14.5, 14.3)","(10.0, 11.0, 10.672185430463577)","(3.0, 3.35, 3.3427360774818404)","(5.0, 5.9, 5.78186046511628)","(101.0, 420.0, 375.0)","(3.8, 4.6, 4.511278195488722)","(101.0, 950.0, 782.3529411764706)"
10-01-2023 12:28:25.768600,"(10.0, 12.5, 12.438202247191011)","(14.0, 16.5, 16.201612903225808)","(10.0, 14.5, 14.305970149253731)","(10.0, 11.0, 10.672185430463577)","(3.0, 3.35, 3.3400977995110024)","(5.0, 5.9, 5.7807511737089206)","(101.0, 420.0, 375.0)","(3.8, 4.6, 4.590780141843971)","(101.0, 950.0, 816.3636363636363)"
10-01-2023 12:28:27.212628,"(10.0, 12.5, 12.506493506493506)","(14.0, 16.5, 16.18)","(10.0, 14.5, 14.132075471698114)","(10.0, 11.0, 10.704419889502763)","(3.0, 3.35, 3.3490079365079364)","(5.0, 5.9, 5.767289719626168)","(101.0, 420.0, 370.0)","(3.8, 4.6, 4.626315789473685)","(101.0, 860.0, 771.6666666666666)"
10-01-2023 12:28:29.016640,"(10.0, 13.0, 12.428571428571429)","(14.0, 16.5, 16.214285714285715)","(10.0, 14.5, 14.066666666666666)","(10.0, 11.0, 10.60483870967742)","(3.0, 3.35, 3.336624203821656)","(5.0, 5.8, 5.664516129032258)","(101.0, 410.0, 370.0)","(3.8, 4.8, 4.668505747126437)","(101.0, 850.0, 771.6666666666666)"
10-01-2023 12:28:30.679517,"(10.0, 13.0, 12.428571428571429)","(14.0, 16.5, 15.954022988505747)","(10.0, 14.5, 14.310526315789474)","(9.0, 11.0, 10.593373493975903)","(3.0, 3.35, 3.245724907063197)","(5.0, 5.7, 5.587453874538745)","(101.0, 410.0, 370.0)","(3.8, 4.8, 5.015625)","(101.0, 850.0, 771.6666666666666)"
10-01-2023 12:28:32.131311,"(10.0, 12.5, 12.44758064516129)","(14.0, 16.0, 15.948051948051948)","(11.0, 14.5, 14.285714285714286)","(10.0, 11.0, 10.429738562091503)","(3.0, 3.25, 3.240886699507389)","(5.0, 5.6, 5.587453874538745)","(101.0, 410.0, 365.0)","(3.9, 5.1, 5.071111111111111)","(101.0, 850.0, 744.0)"
10-01-2023 12:28:33.559136,"(10.0, 12.5, 12.572164948453608)","(14.0, 16.0, 15.985915492957746)","(11.0, 14.5, 14.331460674157304)","(10.0, 10.5, 10.419520547945206)","(3.0, 3.25, 3.238356164383562)","(5.0, 5.6, 5.591860465116278)","(101.0, 400.0, 360.0)","(3.9, 5.1, 4.91764705882353)","(101.0, 800.0, 770.0)"
10-01-2023 12:28:34.926320,"(10.0, 13.0, 12.553191489361701)","(14.0, 16.0, 16.18918918918919)","(11.0, 14.5, 13.798507462686567)","(10.0, 10.5, 10.479477611940299)","(3.0, 3.25, 3.2674454828660435)","(5.0, 5.6, 5.583168316831683)","(101.0, 390.0, 360.0)","(3.8, 5.2, 4.9267015706806285)","(101.0, 800.0, 744.0)"
10-01-2023 12:28:36.258881,"(10.0, 13.0, 12.553191489361701)","(14.0, 16.5, 15.957317073170731)","(11.0, 14.0, 13.782258064516128)","(10.0, 10.5, 10.478927203065133)","(3.0, 3.3, 3.2804635761589402)","(5.0, 5.6, 5.58388625592417)","(101.0, 390.0, 360.0)","(3.8, 5.0, 4.926288659793815)","(101.0, 800.0, 744.0)"
10-01-2023 12:28:37.547151,"(10.0, 13.0, 12.553191489361701)","(14.0, 16.0, 15.912087912087912)","(11.0, 14.0, 13.935185185185185)","(10.0, 10.5, 10.475285171102662)","(3.0, 3.3, 3.281967213114754)","(5.0, 5.6, 5.58388625592417)","(101.0, 390.0, 360.0)","(3.8, 5.0, 4.971929824561403)","(101.0, 800.0, 744.0)"
10-01-2023 12:28:38.872458,"(10.0, 13.0, 12.553191489361701)","(13.0, 16.0, 16.214285714285715)","(11.0, 14.0, 13.935185185185185)","(9.0, 10.5, 10.459558823529411)","(3.0, 3.3, 3.2405144694533763)","(5.0, 5.6, 5.65)","(101.0, 390.0, 360.0)","(4.0, 5.0, 4.982857142857143)","(101.0, 800.0, 683.3333333333333)"
10-01-2023 12:28:40.136071,"(10.0, 13.0, 12.557894736842105)","(13.0, 16.5, 16.214285714285715)","(11.0, 14.0, 13.737373737373737)","(9.0, 10.5, 10.460992907801419)","(3.0, 3.25, 3.278909090909091)","(5.0, 5.7, 5.703370786516854)","(101.0, 390.0, 366.0)","(4.0, 5.0, 4.7875)","(101.0, 730.0, 686.25)"
10-01-2023 12:28:41.447308,"(10.0, 13.0, 12.67142857142857)","(13.0, 17.0, 16.658536585365855)","(11.0, 14.5, 14.014018691588785)","(9.0, 10.5, 10.460992907801419)","(2.9, 3.3, 3.28695652173913)","(5.0, 5.8, 5.753103448275862)","(101.0, 390.0, 350.0)","(3.9, 4.8, 4.7875)","(101.0, 730.0, 686.25)"
10-01-2023 12:28:42.895719,"(10.0, 13.0, 12.67142857142857)","(13.0, 17.0, 16.658536585365855)","(11.0, 14.5, 14.059322033898304)","(9.0, 10.5, 10.460992907801419)","(2.9, 3.3, 3.287128712871287)","(5.0, 5.8, 5.795192307692307)","(101.0, 390.0, 350.0)","(3.9, 4.8, 4.7875)","(101.0, 730.0, 686.25)"
10-01-2023 12:28:44.317559,"(10.0, 12.5, 12.421875)","(13.0, 17.0, 16.84375)","(11.0, 14.5, 14.087301587301587)","(9.0, 10.5, 10.466666666666667)","(2.9, 3.3, 3.2815714285714286)","(5.0, 5.8, 5.792957746478874)","(101.0, 390.0, 360.0)","(3.9, 4.8, 4.6860215053763445)","(101.0, 730.0, 686.25)"
10-01-2023 12:28:45.767863,"(10.0, 13.0, 12.552631578947368)","(13.0, 17.0, 16.84375)","(11.0, 14.5, 14.087301587301587)","(9.0, 10.5, 10.322815533980583)","(2.9, 3.3, 3.3247272727272725)","(5.0, 5.9, 5.839010989010989)","(101.0, 390.0, 360.0)","(3.9, 4.7, 4.45920245398773)","(101.0, 730.0, 686.25)"
10-01-2023 12:28:47.152290,"(10.0, 13.0, 12.751748251748252)","(13.0, 17.0, 16.83823529411765)","(11.0, 14.5, 14.335)","(9.0, 11.0, 10.693277310924369)","(2.9, 3.35, 3.324548736462094)","(5.0, 5.9, 5.852173913043479)","(101.0, 390.0, 360.0)","(3.9, 4.5, 4.460240963855422)","(101.0, 730.0, 686.25)"
10-01-2023 12:28:48.551037,"(10.0, 13.0, 12.770676691729323)","(14.0, 17.0, 16.71698113207547)","(11.0, 14.5, 14.37007874015748)","(9.0, 11.0, 10.729166666666666)","(3.0, 3.35, 3.324817518248175)","(5.0, 5.9, 5.869421487603306)","(101.0, 390.0, 374.44444444444446)","(3.9, 4.5, 4.460240963855422)","(101.0, 730.0, 666.3636363636364)"
10-01-2023 12:28:49.943172,"(10.0, 13.0, 12.770676691729323)","(14.0, 17.0, 16.466666666666665)","(11.0, 14.5, 14.35897435897436)","(9.0, 11.0, 10.737903225806452)","(3.0, 3.35, 3.3252707581227434)","(5.0, 5.9, 5.900748129675811)","(101.0, 390.0, 374.44444444444446)","(3.9, 4.5, 4.461849710982659)","(101.0, 730.0, 666.3636363636364)"
10-01-2023 12:28:51.291426,"(10.0, 13.0, 12.804487179487179)","(14.0, 17.0, 16.405405405405407)","(11.0, 14.5, 14.370833333333334)","(9.0, 11.0, 10.741803278688524)","(3.0, 3.35, 3.328434504792332)","(5.0, 6.0, 5.760683760683761)","(101.0, 390.0, 374.44444444444446)","(3.9, 4.5, 4.483359746434232)","(101.0, 730.0, 658.1818181818182)"
10-01-2023 12:28:52.676026,"(10.0, 13.0, 12.804487179487179)","(14.0, 16.5, 16.420454545454547)","(11.0, 14.5, 14.439130434782609)","(9.0, 11.0, 10.741803278688524)","(3.0, 3.35, 3.33375)","(5.0, 5.8, 5.771241830065359)","(101.0, 390.0, 374.44444444444446)","(3.9, 4.6, 4.483699059561129)","(101.0, 720.0, 668.75)"
10-01-2023 12:28:53.940540,"(10.0, 13.0, 12.844202898550725)","(14.0, 16.5, 16.474358974358974)","(11.0, 14.5, 13.99367088607595)","(10.0, 11.0, 10.73574144486692)","(3.0, 3.35, 3.233236994219653)","(5.0, 5.8, 5.8453333333333335)","(101.0, 390.0, 355.0)","(3.8, 4.6, 4.56821052631579)","(101.0, 710.0, 627.5)"
10-01-2023 12:28:55.287765,"(10.0, 13.0, 12.866459627329192)","(14.0, 16.5, 16.474358974358974)","(11.0, 14.0, 14.144628099173554)","(10.0, 11.0, 10.782786885245901)","(3.0, 3.25, 3.22751677852349)","(5.0, 5.9, 5.829861111111111)","(101.0, 390.0, 362.0)","(3.8, 4.7, 4.641880341880341)","(101.0, 710.0, 406.0)"
10-01-2023 12:28:56.645658,"(10.0, 13.0, 12.875722543352602)","(14.0, 17.0, 16.393617021276597)","(11.0, 14.5, 14.227848101265822)","(10.0, 11.0, 10.782786885245901)","(3.0, 3.25, 3.2256976744186048)","(5.0, 5.9, 5.829861111111111)","(101.0, 390.0, 362.0)","(3.8, 4.7, 4.625192802056555)","(101.0, 710.0, 372.22222222222223)"
10-01-2023 12:28:57.992192,"(10.0, 13.0, 12.835978835978835)","(14.0, 17.0, 16.30081300813008)","(11.0, 14.5, 14.240506329113924)","(10.0, 11.0, 10.782786885245901)","(3.0, 3.25, 3.2256976744186048)","(5.0, 5.9, 5.857575757575757)","(101.0, 390.0, 355.0)","(3.8, 4.7, 4.636080178173719)","(101.0, 710.0, 372.22222222222223)"
10-01-2023 12:28:59.318942,"(10.0, 13.0, 12.835978835978835)","(14.0, 16.0, 15.994047619047619)","(11.0, 14.5, 14.255952380952381)","(10.0, 11.0, 10.802973977695167)","(3.0, 3.25, 3.2211139896373058)","(5.0, 5.9, 5.857575757575757)","(101.0, 390.0, 355.0)","(3.8, 4.7, 4.642583732057416)","(101.0, 710.0, 554.4444444444445)"
10-01-2023 12:29:00.745371,"(10.0, 13.0, 12.8268156424581)","(14.0, 16.0, 15.948979591836734)","(11.0, 14.5, 14.4009009009009)","(9.0, 11.0, 10.851307189542483)","(2.9, 3.25, 3.225386313465784)","(5.0, 5.9, 5.909545454545455)","(101.0, 390.0, 362.0)","(3.8, 4.7, 4.561096605744125)","(101.0, 710.0, 407.77777777777777)"
10-01-2023 12:29:02.243009,"(10.0, 13.5, 13.32967032967033)","(14.0, 16.0, 15.903409090909092)","(11.0, 14.5, 14.37864077669903)","(9.0, 11.0, 10.87937062937063)","(2.9, 3.25, 3.2638568129330254)","(5.0, 6.0, 5.8812500000000005)","(101.0, 390.0, 362.0)","(3.8, 4.6, 4.540885416666667)","(101.0, 710.0, 450.90909090909093)"
10-01-2023 12:29:03.645923,"(10.0, 13.5, 13.398550724637682)","(14.0, 16.0, 15.80327868852459)","(11.0, 14.5, 14.318965517241379)","(9.0, 11.0, 11.032967032967033)","(2.9, 3.3, 3.256331168831169)","(5.0, 5.9, 5.8826446280991735)","(101.0, 390.0, 362.0)","(3.9, 4.6, 4.546902654867257)","(101.0, 460.0, 450.90909090909093)"
10-01-2023 12:29:05.168915,"(10.0, 13.5, 13.407894736842104)","(14.0, 16.0, 15.80327868852459)","(11.0, 14.5, 14.318965517241379)","(9.0, 11.5, 11.032967032967033)","(2.9, 3.3, 3.256331168831169)","(5.0, 5.9, 5.8826446280991735)","(101.0, 390.0, 362.0)","(3.9, 4.6, 4.546902654867257)","(101.0, 460.0, 450.90909090909093)"
10-01-2023 12:29:06.934981,"(10.0, 13.5, 13.422619047619047)","(13.0, 16.0, 15.772151898734178)","(11.0, 14.5, 14.247524752475247)","(9.0, 11.5, 11.164583333333333)","(2.9, 3.3, 3.2467191601049867)","(5.0, 5.9, 5.881893004115226)","(101.0, 390.0, 362.0)","(3.9, 4.6, 4.5470066518847005)","(101.0, 460.0, 450.90909090909093)"
10-01-2023 12:29:08.605420,"(10.0, 13.5, 13.467105263157894)","(13.0, 16.0, 15.742857142857142)","(11.0, 14.5, 14.604166666666666)","(9.0, 11.5, 10.915708812260537)","(2.9, 3.25, 3.315137614678899)","(5.0, 5.9, 5.883544303797469)","(101.0, 390.0, 367.14285714285717)","(3.9, 4.6, 4.546818181818182)","(101.0, 460.0, 450.90909090909093)"
10-01-2023 12:29:10.308483,"(10.0, 13.5, 13.381720430107526)","(13.0, 16.0, 15.9)","(11.0, 15.0, 14.233333333333333)","(9.0, 11.0, 10.912)","(2.9, 3.35, 3.2816666666666667)","(5.0, 5.9, 5.796319018404908)","(101.0, 390.0, 367.14285714285717)","(3.9, 4.6, 4.5190624999999995)","(101.0, 460.0, 450.90909090909093)"
10-01-2023 12:29:11.937004,"(10.0, 13.5, 13.680232558139535)","(13.0, 16.5, 15.808823529411764)","(11.0, 14.5, 13.74537037037037)","(9.0, 11.0, 10.91304347826087)","(2.9, 3.3, 3.272448979591837)","(5.0, 5.8, 5.796226415094339)","(101.0, 390.0, 343.3333333333333)","(3.9, 4.6, 4.551529411764705)","(101.0, 460.0, 450.90909090909093)"
10-01-2023 12:29:13.385625,"(10.0, 14.0, 13.67032967032967)","(13.0, 16.0, 15.726190476190476)","(11.0, 14.0, 13.668181818181818)","(9.0, 11.0, 11.099009900990099)","(2.9, 3.3, 3.2800271739130435)","(5.0, 5.8, 5.780769230769231)","(101.0, 390.0, 353.75)","(3.9, 4.6, 4.542355889724311)","(101.0, 460.0, 435.0)"
10-01-2023 12:29:14.785710,"(10.0, 14.0, 13.73936170212766)","(13.0, 16.0, 15.726190476190476)","(11.0, 14.0, 13.170886075949367)","(9.0, 11.5, 11.100502512562814)","(2.9, 3.3, 3.2854304635761586)","(5.0, 5.8, 5.780769230769231)","(101.0, 380.0, 352.85714285714283)","(3.9, 4.6, 4.535429769392033)","(101.0, 450.0, 420.0)"
10-01-2023 12:29:16.130041,"(10.0, 14.0, 13.73936170212766)","(13.0, 16.0, 15.726190476190476)","(11.0, 13.5, 13.042105263157895)","(9.0, 11.5, 11.10204081632653)","(2.9, 3.3, 3.2759154929577465)","(5.0, 5.8, 5.780769230769231)","(101.0, 370.0, 352.85714285714283)","(3.9, 4.6, 4.5814814814814815)","(101.0, 440.0, 387.14285714285717)"
10-01-2023 12:29:17.579295,"(10.0, 14.0, 13.73936170212766)","(13.0, 16.0, 15.716049382716049)","(11.0, 13.5, 13.143724696356275)","(9.0, 11.5, 11.106060606060606)","(2.9, 3.3, 3.276330532212885)","(5.0, 5.8, 5.825)","(101.0, 370.0, 352.85714285714283)","(3.9, 4.6, 4.556230031948882)","(101.0, 430.0, 370.0)"
10-01-2023 12:29:18.991878,"(10.0, 14.0, 13.757936507936508)","(13.0, 16.0, 15.553333333333333)","(11.0, 13.5, 13.067567567567568)","(9.0, 11.5, 11.154205607476635)","(2.9, 3.3, 3.280365296803653)","(5.0, 5.9, 5.846842105263158)","(101.0, 370.0, 355.0)","(3.9, 4.6, 4.562872628726287)","(101.0, 420.0, 362.85714285714283)"
10-01-2023 12:29:20.372564,"(10.0, 14.0, 13.788194444444445)","(13.0, 16.0, 15.399122807017545)","(11.0, 13.5, 13.105095541401274)","(9.0, 11.5, 11.178260869565218)","(2.9, 3.3, 3.28125)","(5.0, 5.9, 5.861003861003861)","(101.0, 370.0, 356.6666666666667)","(3.9, 4.6, 4.580973451327433)","(101.0, 420.0, 386.9230769230769)"
10-01-2023 12:29:21.698303,"(10.0, 14.0, 13.788194444444445)","(13.0, 15.5, 15.405263157894737)","(11.0, 13.5, 13.037313432835822)","(9.0, 11.5, 11.28139534883721)","(2.9, 3.3, 3.28047520661157)","(5.0, 5.9, 5.893198992443326)","(101.0, 370.0, 356.6666666666667)","(3.9, 4.6, 4.588520971302428)","(101.0, 410.0, 370.0)"
10-01-2023 12:29:23.074644,"(10.0, 14.0, 13.727678571428571)","(13.0, 15.5, 15.313131313131313)","(11.0, 13.5, 13.022388059701493)","(9.0, 11.5, 11.289237668161435)","(2.9, 3.3, 3.281353919239905)","(5.0, 5.9, 5.8934306569343065)","(101.0, 370.0, 356.6666666666667)","(3.9, 4.6, 4.5827037773359836)","(101.0, 400.0, 370.0)"
10-01-2023 12:29:24.406433,"(10.0, 14.0, 13.774074074074074)","(13.0, 15.5, 15.4)","(11.0, 13.5, 13.073333333333334)","(9.0, 11.5, 11.289237668161435)","(2.9, 3.3, 3.2832487309644667)","(5.0, 5.9, 5.8934306569343065)","(101.0, 370.0, 356.6666666666667)","(3.8, 4.6, 4.582061855670103)","(101.0, 400.0, 356.6666666666667)"
10-01-2023 12:29:25.752363,"(10.0, 14.0, 13.774074074074074)","(13.0, 15.5, 15.4)","(11.0, 13.5, 12.994186046511627)","(9.0, 11.5, 11.288288288288289)","(2.9, 3.3, 3.2822102425876007)","(5.0, 5.9, 5.911796246648794)","(101.0, 370.0, 356.6666666666667)","(3.8, 4.6, 4.581837160751565)","(101.0, 380.0, 330.0)"
10-01-2023 12:29:27.074942,"(10.0, 14.0, 13.774074074074074)","(13.0, 15.0, 14.829268292682928)","(11.0, 13.0, 12.994186046511627)","(9.0, 11.5, 11.306584362139917)","(2.9, 3.3, 3.28695652173913)","(5.0, 6.0, 5.944444444444445)","(101.0, 370.0, 352.22222222222223)","(3.8, 4.6, 4.5826693227091635)","(101.0, 390.0, 340.0)"
10-01-2023 12:29:28.370265,"(10.0, 14.0, 13.799342105263158)","(13.0, 15.0, 15.035353535353535)","(11.0, 13.0, 12.935267857142858)","(9.0, 11.5, 11.331521739130435)","(2.9, 3.3, 3.2865795724465556)","(5.0, 6.0, 6.052370203160271)","(101.0, 360.0, 336.6666666666667)","(3.8, 4.6, 4.583480176211453)","(101.0, 380.0, 330.0)"
10-01-2023 12:29:29.557559,"(10.0, 14.0, 13.801324503311259)","(13.0, 15.5, 15.035353535353535)","(11.0, 13.0, 12.982673267326733)","(9.0, 11.5, 11.331521739130435)","(2.9, 3.3, 3.284772727272727)","(5.0, 6.2, 6.105497771173849)","(101.0, 360.0, 318.0)","(3.8, 4.6, 4.544534412955465)","(101.0, 390.0, 345.0)"
10-01-2023 12:29:30.824647,"(10.0, 14.0, 13.79020979020979)","(13.0, 15.5, 14.979166666666666)","(11.0, 13.0, 12.980295566502463)","(9.0, 11.5, 11.333941605839415)","(2.9, 3.3, 3.2801186943620175)","(5.0, 6.2, 6.1194444444444445)","(101.0, 360.0, 336.6666666666667)","(3.8, 4.6, 4.535007849293564)","(101.0, 390.0, 345.0)"
10-01-2023 12:29:32.140713,"(10.0, 14.0, 13.79020979020979)","(13.0, 15.5, 15.055555555555555)","(11.0, 13.0, 13.03515625)","(9.0, 11.5, 11.336917562724015)","(2.9, 3.3, 3.273259052924791)","(5.0, 6.2, 6.12486388384755)","(101.0, 360.0, 330.0)","(3.8, 4.6, 4.522326454033771)","(101.0, 390.0, 340.0)"
